ROG3,PeopleID3,ROP3,PeopNameInCountry,ROG2,Continent,RegionName,ISO3,LocationInCountry,PeopleID1,ROP1,AffinityBloc,PeopleID2,ROP2,PeopleCluster,PeopNameAcrossCountries,Population,Category,ROL3,PrimaryLanguageName,PrimaryLanguageDialect,NumberLanguagesSpoken,OfficialLang,SpeakNationalLang,BibleStatus,BibleYear,NTYear,PortionsYear,TranslationNeedQuestionable,JPScale,JPScalePC,JPScalePGAC,LeastReached,LeastReachedPC,LeastReachedPGAC,GSEC,JF,AudioRecordings,NTOnline,RLG3,RLG3PC,RLG3PGAC,PrimaryReligion,PrimaryReligionPC,PrimaryReligionPGAC,RLG4,ReligionSubdivision,PCIslam,PCNonReligious,PCUnknown,SecurityLevel,LRTop100,PhotoAddress,PhotoCredits,PhotoCreditURL,PhotoCreativeCommons,PhotoCopyright,PhotoPermission,ProfileTextExists,CountOfCountries,CountOfProvinces,Longitude,Latitude,Ctry,IndigenousCode,PercentAdherents,PercentChristianPC,NaturalName,NaturalPronunciation,PercentChristianPGAC,PercentEvangelical,PercentEvangelicalPC,PercentEvangelicalPGAC,PCBuddhism,PCEthnicReligions,PCHinduism,PCOtherSmall,RegionCode,PopulationPGAC,Frontier,MapAddress,PhotoCCVersionText,PhotoCCVersionURL,MapCredits,MapCreditURL,MapCopyright,MapCCVersionText,MapCCVersionURL,Window1040,PeopleGroupMapURL,PeopleGroupMapExpandedURL,PeopleGroupURL,PeopleGroupPhotoURL,CountryURL,JPScaleText,JPScaleImageURL,Summary,Obstacles,HowReach,PrayForChurch,PrayForPG,BibleStatusText
"KU","10378","100431","Arab, Omani","ASI","Asia","Africa, North and Middle East","KWT",,"10","A001","Arab World","111","C0013","Arab, Arabian","Arab, Omani","21000","1","acx","Arabic, Omani",,"1","Arabic, Standard",,"0",,,,,"1","1","1","Y","Y","Y","1","N","Y",,"6","6","6","Islam","Islam","Islam",,,"92.900000000000006","0","0","2","N","p10378.jpg","CharlesFred - Flickr","https://flickr.com/photos/charlesfred/5150706650","Y","N","N","Y","10",,"48.059534894119999","29.295257787616801","Kuwait","N","0.10000000000000001","0.40500000000000003","Omani Arab","oh-MAH-nee AE-rub","0.14599999999999999","0.089999999999999997","0.11700000000000001","0.040000000000000001","0","0","6","1","6","2826200","Y","m10378_ku.png","CC BY-NC-SA 2.0","https://creativecommons.org/licenses/by-nc-sa/2.0/","Bethany World Prayer Center","","N","","","Y","https://joshuaproject.net/assets/media/profiles/maps/m10378_ku.png","","https://joshuaproject.net/people_groups/10378/KU","https://joshuaproject.net/assets/media/profiles/photos/p10378.jpg","https://joshuaproject.net/countries/KU","Unreached","https://joshuaproject.net/images/scale1.jpg","","","","","","Unspecified"
"YM","10378","100431","Arab, Omani","ASI","Asia","Africa, North and Middle East","YEM",,"10","A001","Arab World","111","C0013","Arab, Arabian","Arab, Omani","178000","3","acx","Arabic, Omani",,"2","Arabic, Standard",,"0",,,,,"1","1","1","Y","Y","Y",,"N","Y",,"6","6","6","Islam","Islam","Islam",,,"99.900000000000006","0","0","2","N","p10378.jpg","CharlesFred - Flickr","https://flickr.com/photos/charlesfred/5150706650","Y","N","N","Y","10",,"44.224069999999998","15.325456000000001","Yemen","N","0.10000000000000001","0.40500000000000003","Omani Arab","oh-MAH-nee AE-rub","0.14599999999999999","0.080000000000000002","0.11700000000000001","0.040000000000000001","0","0","0","0","6","2826200","Y","m10378_ym.png","CC BY-NC-SA 2.0","https://creativecommons.org/licenses/by-nc-sa/2.0/","Bethany World Prayer Center","","N","","","Y","https://joshuaproject.net/assets/media/profiles/maps/m10378_ym.png","","https://joshuaproject.net/people_groups/10378/YM","https://joshuaproject.net/assets/media/profiles/photos/p10378.jpg","https://joshuaproject.net/countries/YM","Unreached","https://joshuaproject.net/images/scale1.jpg","","","","","","Unspecified"
"AG","10803","101275","Berber, Rif","AFR","Africa","Africa, North and Middle East","DZA","Oran, Tlemcen provinces.","10","A001","Arab World","143","C0047","Berber-Rif","Berber, Rif","500","1","rif","Tarifit",,"1","Arabic, Standard",,"4",,"2020","1885-2018",,"1","1","1","Y","Y","Y",,"Y","Y","Y","6","6","6","Islam","Islam","Islam","20","Sunni","99.980003356933594","0","0","2","N","p10803.jpg","David Dennis - Flickr","https://flickr.com/photos/davidden/300056422/","Y","N","N","Y","4",,"-0.34831000000000001","35.83907","Algeria","N","0.019","0.082000000000000003","Rif Berber","reef BUR-bur","0.082000000000000003","0.0050000000000000001","0.033000000000000002","0.029999999999999999","0","0","0","0","6","1921500","Y","m10803_ag.png","CC BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","Bethany World Prayer Center","","N","","","Y","https://joshuaproject.net/assets/media/profiles/maps/m10803_ag.png","","https://joshuaproject.net/people_groups/10803/AG","https://joshuaproject.net/assets/media/profiles/photos/p10803.jpg","https://joshuaproject.net/countries/AG","Unreached","https://joshuaproject.net/images/scale1.jpg","","","","","","New Testament"
"TU","12088","103759","Hertevin","ASI","Asia","Asia, Central","TUR","Southeast, most likely Mardin Province; otherwise scattered.","10","A001","Arab World","121","C0023","Assyrian / Aramaic","Hertevin","1300","1","hrt","Hertevin",,"1","Turkish",,"0",,,,,"3","3","3","N","N","N",,"N","N",,"1","1","1","Christianity","Christianity","Christianity",,,"0","0","0","2","N","p12088.jpg","CharlesFred - Flickr","https://www.flickr.com/photos/charlesfred/9628221563","Y","N","N","Y","1",,"42.021769999999997","37.83043","Türkiye (Turkey)","Y","100","86.629000000000005","Hertevin",,"100","0","1.1739999999999999","0","0","0","0","0","5","1300","N","m12088_tu.png","CC BY-NC-SA 2.0","https://creativecommons.org/licenses/by-nc-sa/2.0/","Bruce Tutcher","","N","","","Y","https://joshuaproject.net/assets/media/profiles/maps/m12088_tu.png","","https://joshuaproject.net/people_groups/12088/TU","https://joshuaproject.net/assets/media/profiles/photos/p12088.jpg","https://joshuaproject.net/countries/TU","Superficially Reached","https://joshuaproject.net/images/scale3.jpg","","","","","","Unspecified"
"CU","10375","100425","Arab","NAR","North America","America, North and Caribbean","CUB",,"10","A001","Arab World","111","C0013","Arab, Arabian","Arab","20000","3","apc","Arabic, Levantine",,"2","Spanish",,"3",,,"1939-2021",,"3","1","2","N","Y","N",,"N","Y","Y","1","6","6","Christianity","Islam","Islam",,,"25","0","0","2","N","p10375.jpg","Hashim Abdullah - Pixabay","https://pixabay.com/photos/people-students-walk-street-muslim-6284192/","N","N","N","N","31",,"-82.362126000000004","23.097998","Cuba","N","65","0.40500000000000003","Arab","AE-rub","7.6449999999999996","1","0.11700000000000001","0.628","0","10","0","0","12","768800","N","","","","","","N","","","N","","","https://joshuaproject.net/people_groups/10375/CU","https://joshuaproject.net/assets/media/profiles/photos/p10375.jpg","https://joshuaproject.net/countries/CU","Superficially Reached","https://joshuaproject.net/images/scale3.jpg","","","","","","Portions"
"IS","10414","100481","Arbil, Lishanid Noshan","ASI","Asia","Africa, North and Middle East","ISR",,"10","A001","Arab World","121","C0023","Assyrian / Aramaic","Arbil","3800","1","aij","Inter-Zab Jewish Neo-Aramaic",,"1","Hebrew",,"0",,,,,"1","3","1","Y","N","Y",,"N","N",,"4","1","4","Ethnic Religions","Christianity","Ethnic Religions",,,"0","0","0","0","N","p10414.jpg","Avi1111 - Wikimedia","https://commons.wikimedia.org/wiki/File:Yardena_(9).jpg","Y","N","N","N","1",,"35.511339999999997","32.457819999999998","Israel","Y","0","86.629000000000005","Arbil",,"0","0","1.1739999999999999","0","0","100","0","0","6","3800","Y","","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0/","","","N","","","Y","","","https://joshuaproject.net/people_groups/10414/IS","https://joshuaproject.net/assets/media/profiles/photos/p10414.jpg","https://joshuaproject.net/countries/IS","Unreached","https://joshuaproject.net/images/scale1.jpg","","","","","","Unspecified"
"AJ","10464","100574","Assyrian","ASI","Asia","Asia, Central","AZE",,"10","A001","Arab World","121","C0023","Assyrian / Aramaic","Assyrian","1600","1","aii","Assyrian Neo-Aramaic","Assyrian","1","Azerbaijani, North",,"5","1852-1966","1846-2002","1840-1993",,"3","3","3","N","N","N",,"Y","Y","Y","1","1","1","Christianity","Christianity","Christianity",,,"0","3","0","2","N","p10464.jpg","Levi Clancy - Wikimedia","https://commons.wikimedia.org/wiki/File:Assyrians_celebrating_Assyrian_New_Year_%28Akitu%29_year_6769_%28April_1st_2019%29_in_Duhok_%28Nohaadra%29_19.jpg","Y","N","N","Y","23",,"48.563786999999998","38.725270999999999","Azerbaijan","N","97","86.629000000000005","Assyrian",,"93.275000000000006","2","1.1739999999999999","1.4259999999999999","0","0","0","0","5","940600","N","","CC0 1.0","https://creativecommons.org/publicdomain/zero/1.0/","","","N","","","Y","","","https://joshuaproject.net/people_groups/10464/AJ","https://joshuaproject.net/assets/media/profiles/photos/p10464.jpg","https://joshuaproject.net/countries/AJ","Superficially Reached","https://joshuaproject.net/images/scale3.jpg","","","","","","Complete Bible"
"FR","10464","100574","Assyrian","EUR","Europe","Europe, Western","FRA",,"10","A001","Arab World","121","C0023","Assyrian / Aramaic","Assyrian","3900","1","aii","Assyrian Neo-Aramaic","Assyrian","1","French",,"5","1852-1966","1846-2002","1840-1993",,"3","3","3","N","N","N","1","Y","Y","Y","1","1","1","Christianity","Christianity","Christianity",,,"0","5","0","0","N","p10464.jpg","Levi Clancy - Wikimedia","https://commons.wikimedia.org/wiki/File:Assyrians_celebrating_Assyrian_New_Year_%28Akitu%29_year_6769_%28April_1st_2019%29_in_Duhok_%28Nohaadra%29_19.jpg","Y","N","N","Y","23",,"2.3796235772662699","48.9957494246962","France","N","95","86.629000000000005","Assyrian",,"93.275000000000006","0.5","1.1739999999999999","1.4259999999999999","0","0","0","0","10","940600","N","","CC0 1.0","https://creativecommons.org/publicdomain/zero/1.0/","","","N","","","N","","","https://joshuaproject.net/people_groups/10464/FR","https://joshuaproject.net/assets/media/profiles/photos/p10464.jpg","https://joshuaproject.net/countries/FR","Superficially Reached","https://joshuaproject.net/images/scale3.jpg","","","","","","Complete Bible"
"GG","10464","100574","Assyrian","EUR","Europe","Europe, Eastern and Eurasia","GEO","Northern Iraq, mainly Dahuk and Ninawa governorates, 2 enclaves, one northeast of Buhayrat al Mawsil, the other, at Turkish border; scattered in Baghdad, Al Basrah, At Ta’mim (Kirkuk), and Arbil governorates.","10","A001","Arab World","121","C0023","Assyrian / Aramaic","Assyrian","2400","1","aii","Assyrian Neo-Aramaic","Assyrian","1","Georgian",,"5","1852-1966","1846-2002","1840-1993",,"3","3","3","N","N","N",,"Y","Y","Y","1","1","1","Christianity","Christianity","Christianity",,,"0","5","0","0","N","p10464.jpg","Levi Clancy - Wikimedia","https://commons.wikimedia.org/wiki/File:Assyrians_celebrating_Assyrian_New_Year_%28Akitu%29_year_6769_%28April_1st_2019%29_in_Duhok_%28Nohaadra%29_19.jpg","Y","N","N","Y","23",,"44.348250999999998","41.350650999999999","Georgia","N","95","86.629000000000005","Assyrian",,"93.275000000000006","1","1.1739999999999999","1.4259999999999999","0","0","0","0","9","940600","N","","CC0 1.0","https://creativecommons.org/publicdomain/zero/1.0/","","","N","","","N","","","https://joshuaproject.net/people_groups/10464/GG","https://joshuaproject.net/assets/media/profiles/photos/p10464.jpg","https://joshuaproject.net/countries/GG","Superficially Reached","https://joshuaproject.net/images/scale3.jpg","","","","","","Complete Bible"
"GM","10464","100574","Assyrian","EUR","Europe","Europe, Western","DEU",,"10","A001","Arab World","121","C0023","Assyrian / Aramaic","Assyrian","800","1","aii","Assyrian Neo-Aramaic","Iranian Koine","1","German, Standard",,"5","1852-1966","1846-2002","1840-1993",,"3","3","3","N","N","N","4","Y","Y","Y","1","1","1","Christianity","Christianity","Christianity",,,"0","5","0","0","N","p10464.jpg","Levi Clancy - Wikimedia","https://commons.wikimedia.org/wiki/File:Assyrians_celebrating_Assyrian_New_Year_%28Akitu%29_year_6769_%28April_1st_2019%29_in_Duhok_%28Nohaadra%29_19.jpg","Y","N","N","Y","23",,"8.2316118272240093","50.079458861037601","Germany","N","95","86.629000000000005","Assyrian",,"93.275000000000006","2","1.1739999999999999","1.4259999999999999","0","0","0","0","10","940600","N","","CC0 1.0","https://creativecommons.org/publicdomain/zero/1.0/","","","N","","","N","","","https://joshuaproject.net/people_groups/10464/GM","https://joshuaproject.net/assets/media/profiles/photos/p10464.jpg","https://joshuaproject.net/countries/GM","Superficially Reached","https://joshuaproject.net/images/scale3.jpg","","","","","","Complete Bible"
"GR","10464","100574","Assyrian","EUR","Europe","Europe, Eastern and Eurasia","GRC",,"10","A001","Arab World","121","C0023","Assyrian / Aramaic","Assyrian","8900","1","aii","Assyrian Neo-Aramaic",,"1","Greek",,"5","1852-1966","1846-2002","1840-1993",,"3","3","3","N","N","N",,"Y","Y","Y","1","1","1","Christianity","Christianity","Christianity",,,"0","5","0","0","N","p10464.jpg","Levi Clancy - Wikimedia","https://commons.wikimedia.org/wiki/File:Assyrians_celebrating_Assyrian_New_Year_%28Akitu%29_year_6769_%28April_1st_2019%29_in_Duhok_%28Nohaadra%29_19.jpg","Y","N","N","Y","23",,"23.68365","37.995863","Greece","N","95","86.629000000000005","Assyrian",,"93.275000000000006","1","1.1739999999999999","1.4259999999999999","0","0","0","0","9","940600","N","","CC0 1.0","https://creativecommons.org/publicdomain/zero/1.0/","","","N","","","N","","","https://joshuaproject.net/people_groups/10464/GR","https://joshuaproject.net/assets/media/profiles/photos/p10464.jpg","https://joshuaproject.net/countries/GR","Superficially Reached","https://joshuaproject.net/images/scale3.jpg","","","","","","Complete Bible"
"IR","10464","100574","Assyrian","ASI","Asia","Asia, Central","IRN","Azarbayjan-e Gharbi Province, west of Lake Urmia; many in Tehran and Reza’iyeh (Rizaiye).","10","A001","Arab World","121","C0023","Assyrian / Aramaic","Assyrian","117000","1","aii","Assyrian Neo-Aramaic","Assyrian","1","Persian, Iranian",,"5","1852-1966","1846-2002","1840-1993",,"3","3","3","N","N","N","1","Y","Y","Y","1","1","1","Christianity","Christianity","Christianity",,,"0","3","0","2","N","p10464.jpg","Levi Clancy - Wikimedia","https://commons.wikimedia.org/wiki/File:Assyrians_celebrating_Assyrian_New_Year_%28Akitu%29_year_6769_%28April_1st_2019%29_in_Duhok_%28Nohaadra%29_19.jpg","Y","N","N","Y","23",,"45.151769999999999","37.43938","Iran","N","97","86.629000000000005","Assyrian",,"93.275000000000006","0.5","1.1739999999999999","1.4259999999999999","0","0","0","0","5","940600","N","","CC0 1.0","https://creativecommons.org/publicdomain/zero/1.0/","","","N","","","Y","","","https://joshuaproject.net/people_groups/10464/IR","https://joshuaproject.net/assets/media/profiles/photos/p10464.jpg","https://joshuaproject.net/countries/IR","Superficially Reached","https://joshuaproject.net/images/scale3.jpg","","","","","","Complete Bible"
"KU","10464","100574","Assyrian","ASI","Asia","Africa, North and Middle East","KWT",,"10","A001","Arab World","121","C0023","Assyrian / Aramaic","Assyrian","8300","1","aii","Assyrian Neo-Aramaic","Assyrian","1","Arabic, Standard",,"5","1852-1966","1846-2002","1840-1993",,"3","3","3","N","N","N","1","Y","Y","Y","1","1","1","Christianity","Christianity","Christianity",,,"0","8","0","2","N","p10464.jpg","Levi Clancy - Wikimedia","https://commons.wikimedia.org/wiki/File:Assyrians_celebrating_Assyrian_New_Year_%28Akitu%29_year_6769_%28April_1st_2019%29_in_Duhok_%28Nohaadra%29_19.jpg","Y","N","N","Y","23",,"47.974763787218997","29.3240952037306","Kuwait","N","92","86.629000000000005","Assyrian",,"93.275000000000006","1","1.1739999999999999","1.4259999999999999","0","0","0","0","6","940600","N","","CC0 1.0","https://creativecommons.org/publicdomain/zero/1.0/","","","N","","","Y","","","https://joshuaproject.net/people_groups/10464/KU","https://joshuaproject.net/assets/media/profiles/photos/p10464.jpg","https://joshuaproject.net/countries/KU","Superficially Reached","https://joshuaproject.net/images/scale3.jpg","","","","","","Complete Bible"
"LE","10464","100574","Assyrian","ASI","Asia","Africa, North and Middle East","LBN",,"10","A001","Arab World","121","C0023","Assyrian / Aramaic","Assyrian","25000","1","aii","Assyrian Neo-Aramaic","Assyrian","1","Arabic, Standard",,"5","1852-1966","1846-2002","1840-1993",,"3","3","3","N","N","N","1","Y","Y","Y","1","1","1","Christianity","Christianity","Christianity",,,"0","7","0","1","N","p10464.jpg","Levi Clancy - Wikimedia","https://commons.wikimedia.org/wiki/File:Assyrians_celebrating_Assyrian_New_Year_%28Akitu%29_year_6769_%28April_1st_2019%29_in_Duhok_%28Nohaadra%29_19.jpg","Y","N","N","Y","23",,"35.526541055025596","33.8770367880173","Lebanon","N","93","86.629000000000005","Assyrian",,"93.275000000000006","0.80000000000000004","1.1739999999999999","1.4259999999999999","0","0","0","0","6","940600","N","","CC0 1.0","https://creativecommons.org/publicdomain/zero/1.0/","","","N","","","Y","","","https://joshuaproject.net/people_groups/10464/LE","https://joshuaproject.net/assets/media/profiles/photos/p10464.jpg","https://joshuaproject.net/countries/LE","Superficially Reached","https://joshuaproject.net/images/scale3.jpg","","","","","","Complete Bible"
"NZ","10464","100574","Assyrian","SOP","Oceania","Australia and Pacific","NZL",,"10","A001","Arab World","121","C0023","Assyrian / Aramaic","Assyrian","1700","1","aii","Assyrian Neo-Aramaic",,"1","English",,"5","1852-1966","1846-2002","1840-1993",,"3","3","3","N","N","N",,"Y","Y","Y","1","1","1","Christianity","Christianity","Christianity",,,"0","4","0","0","N","p10464.jpg","Levi Clancy - Wikimedia","https://commons.wikimedia.org/wiki/File:Assyrians_celebrating_Assyrian_New_Year_%28Akitu%29_year_6769_%28April_1st_2019%29_in_Duhok_%28Nohaadra%29_19.jpg","Y","N","N","Y","23",,"174.74220700000001","-36.886007999999997","New Zealand","N","96","86.629000000000005","Assyrian",,"93.275000000000006","1","1.1739999999999999","1.4259999999999999","0","0","0","0","1","940600","N","","CC0 1.0","https://creativecommons.org/publicdomain/zero/1.0/","","","N","","","N","","","https://joshuaproject.net/people_groups/10464/NZ","https://joshuaproject.net/assets/media/profiles/photos/p10464.jpg","https://joshuaproject.net/countries/NZ","Superficially Reached","https://joshuaproject.net/images/scale3.jpg","","","","","","Complete Bible"
